2015	11	46	7	1126
2011	8	33	5	1390
2010	1	4	4	1353
2016	8	31	5	1459
2014	4	17	1	1277
2009	5	19	7	1146
2011	6	26	3	1526
2008	2	7	1	1199
2006	8	35	3	1547
2006	10	43	5	1523
2015	8	34	1	1468
2015	12	49	7	1148
2015	3	14	1	1270
2009	7	31	1	1463
2013	2	8	4	1403
2007	10	40	2	1683
2011	11	47	6	1277
2012	2	7	3	1495
2012	1	3	2	1439
2007	10	40	4	1679
2014	6	25	7	1261
2006	10	39	7	1317
2016	11	47	3	1209
2011	7	28	2	1636
2014	6	24	5	1421
2015	9	37	1	1182
2008	8	31	5	1590
2016	4	17	5	1356
2010	3	11	6	1395
2011	12	49	5	1494
2013	6	24	5	1398
2008	5	18	6	1365
2010	11	45	4	1423
2013	11	44	7	1199
2016	1	3	2	1244
2012	2	6	1	1345
2016	11	46	7	1023
2006	9	37	4	1553
2012	7	27	1	1437
2006	2	5	6	1335
2007	5	22	4	1622
2015	2	8	7	945
2012	11	47	4	754
2014	8	35	6	1349
2006	10	42	6	1367
2010	9	35	5	1549
2006	12	51	1	1507
2009	2	8	3	1333
2008	4	16	2	1564
2013	8	33	3	1658
2015	5	20	4	1442
2015	6	23	3	1439
2009	8	32	2	1604
2010	9	39	3	1640
2012	2	6	7	1049
2013	3	13	4	1366
2010	10	40	1	1302
2013	2	6	3	1428
2008	10	44	4	1472
2006	8	33	6	1401
2015	12	52	1	1370
2011	12	50	4	1573
2009	11	47	6	1410
2006	5	19	1	1587
2006	5	21	3	1615
2006	2	8	4	1467
2012	10	42	6	1483
2014	11	47	3	1248
2007	9	35	6	1408
2012	2	5	6	1388
2012	8	35	5	1438
2008	10	40	6	1340
2009	12	51	6	1079
2015	10	43	2	1412
2006	9	38	5	1577
2007	4	17	6	1395
2008	2	9	4	1441
2006	5	18	1	1637
2011	4	16	6	1246
2011	8	31	4	1478
2015	11	47	3	1398
2008	8	32	2	1631
2009	3	12	1	1412
2010	10	43	6	1253
2010	1	3	4	1581
2006	5	22	2	1785
2006	4	16	3	1581
2012	4	15	7	1256
2012	6	22	7	1299
2012	12	51	6	1185
2007	8	33	2	1673
2016	3	9	7	1137
2013	10	43	4	1402
2010	3	11	4	1612
2011	4	15	3	1433
2011	12	50	2	1416
2014	6	23	2	1495
2011	6	25	2	1590
2013	2	7	1	1137
2010	10	40	7	1234
2009	3	10	2	1203
2011	4	15	5	1483
2013	3	12	6	1224
2008	9	39	2	1577
2010	10	41	3	1613
2008	10	43	7	1231
2012	6	25	6	1352
2014	4	18	2	1365
2016	7	28	3	1446
2015	7	28	3	1484
2013	7	28	3	1523
2016	4	16	5	1418
2015	7	29	6	1324
2008	8	35	3	1574
2016	6	22	3	1537
2013	3	11	2	1301
2006	10	40	4	1599
2009	7	28	2	1516
2006	8	34	7	1134
2014	3	12	2	1401
2007	12	49	2	1457
2007	1	3	6	1281
2009	1	2	3	1400
2011	8	33	3	1601
2010	11	44	5	1531
2012	4	14	3	1583
2016	3	10	6	1239
2012	7	30	3	1650
2010	2	7	7	1179
2015	12	51	5	1325
2014	4	17	3	1525
2009	11	48	5	1256
2009	11	45	3	1497
2013	7	31	2	1496
2012	11	46	5	1371
2007	2	8	2	1572
2016	8	34	6	1259
2009	12	49	5	1484
2012	5	18	5	1536
2010	4	15	1	1428
2016	2	8	4	1301
2009	7	31	3	1507
2014	8	32	1	1478
2015	11	45	6	1314
2007	5	19	7	1141
2016	7	29	1	1409
2006	8	31	7	1284
2014	6	25	5	1513
2015	2	9	5	1254
2013	3	10	4	1236
2008	4	14	2	1583
2006	12	52	3	1481
2006	1	1	3	1634
2009	3	13	3	1594
2008	12	51	2	1496
2008	1	3	7	1221
2012	12	50	5	1404
2016	11	46	5	1381
2008	8	31	7	1392
2009	6	24	3	1544
2016	10	40	4	1464
2015	3	13	6	1171
2013	10	40	7	1335
2016	3	11	5	1399
2009	8	35	4	1674
2009	11	44	7	1405
2013	7	30	4	1615
2015	12	51	3	1296
2006	9	37	6	1385
2012	10	43	4	1476
2008	3	12	1	1463
2011	4	13	7	1192
2008	2	6	1	1419
2013	7	27	7	1325
2016	7	26	7	1232
2009	12	50	4	1485
2008	9	36	3	1649
2016	7	28	1	1325
2006	4	15	7	1116
2010	11	48	1	1402
2016	6	24	3	1543
2016	8	34	4	1456
2013	6	25	6	1405
2015	11	48	7	1122
2013	11	47	6	1415
2009	3	12	7	1170
2008	12	50	4	1362
2011	4	14	7	1200
2006	5	21	5	1538
2006	4	17	6	1332
2008	12	52	6	1275
2010	1	2	2	1447
2007	1	1	3	1667
2007	6	25	2	1749
2007	7	27	1	1554
2015	7	28	5	1331
2009	10	43	2	1484
2013	10	41	3	1540
2009	5	21	1	1443
2007	12	50	6	1390
2008	8	35	1	1519
2014	8	32	7	1374
2016	8	32	4	1346
2016	7	27	3	1423
2007	4	17	4	1662
2011	4	16	3	1478
2013	1	3	1	1366
2006	2	8	7	1045
2014	10	43	1	1457
2011	9	38	3	1574
2014	8	34	3	1645
2012	3	13	4	1453
2010	10	43	3	1579
2010	8	34	1	1253
2011	5	18	2	1511
2009	2	7	5	1493
2009	9	37	1	1196
2007	3	12	3	1522
2011	10	41	4	1423
2011	3	12	4	1479
2006	8	31	4	1587
2012	4	15	6	1203
2007	6	26	4	1467
2009	10	44	1	1492
2009	8	33	7	1295
2016	4	13	6	1243
2007	6	26	2	1715
2016	8	34	5	1392
2009	10	40	4	1486
2008	6	25	3	1598
2013	4	14	4	1322
2006	6	25	2	1820
2014	8	33	2	1517
2014	4	18	3	1098
2013	6	23	3	1561
2014	6	26	5	1474
2014	12	51	1	1234
2016	1	1	7	1113
2016	9	36	7	1245
2010	6	24	5	1577
2011	9	36	6	1301
2015	2	7	2	1197
2015	4	16	1	1333
2007	9	37	5	1597
2011	7	29	1	1390
2015	1	4	4	1383
2009	7	28	3	1577
2007	1	3	3	1435
2011	10	43	6	1110
2014	12	52	3	851
2010	5	19	6	1341
2006	7	30	3	1735
2008	11	47	3	1538
2016	12	52	5	1308
2009	8	34	6	1373
2013	9	39	5	1519
2015	12	50	4	1383
2014	4	17	2	1429
2009	11	48	6	1251
2009	5	19	4	1472
2011	3	11	7	1176
2006	9	36	3	1581
2014	4	17	4	1415
2006	1	1	6	1316
2006	10	43	6	1288
2010	12	49	1	1277
2011	1	3	3	1524
2010	4	15	6	1333
2009	7	31	2	1641
2009	8	35	3	1661
2007	12	50	5	1477
2016	9	37	3	1407
2009	6	23	2	1557
2014	6	25	4	1581
2006	5	20	4	1591
2013	12	51	2	1220
2015	8	33	2	1354
2007	3	10	1	1394
2006	11	44	5	1481
2011	7	28	7	1320
2015	9	37	6	1364
2008	8	31	6	1445
2006	7	31	1	1613
2014	4	15	7	1230
2010	11	45	3	1593
2013	12	52	3	805
2013	10	40	6	1455
2009	8	35	5	1412
2006	1	2	7	1018
2006	9	37	7	1326
2014	7	30	1	1439
2013	9	38	5	1591
2007	4	16	6	1380
2006	9	37	1	1627
2011	10	40	2	1402
2012	11	47	3	1341
2016	12	50	7	1074
2016	7	26	6	1248
2010	12	48	7	1061
2010	3	13	2	1128
2016	1	4	1	1067
2009	10	42	7	1123
2016	12	50	1	1231
2012	4	16	5	1565
2009	4	17	5	1579
2008	8	33	7	1363
2010	3	11	7	1232
2007	11	46	4	1523
2007	6	23	6	1314
2013	1	4	3	1172
2014	12	50	1	1163
2009	2	6	5	1355
2015	5	20	1	1448
2013	5	20	4	1532
2007	6	25	3	1697
2016	11	44	3	1506
2013	4	18	2	1458
2009	9	38	2	1515
2014	9	36	6	1406
2011	3	9	4	1313
2007	7	29	1	1578
2007	6	25	5	1476
2008	11	46	7	1140
2008	5	19	3	1609
2010	3	10	3	1591
2009	10	43	3	1711
2011	4	15	6	1133
2016	4	17	2	1350
2016	9	39	4	1325
2007	11	45	7	1305
2009	10	43	5	1623
2006	3	10	3	1583
2016	11	45	1	1257
2009	12	51	5	1356
2015	10	43	1	1293
2010	12	51	6	677
2013	6	24	6	1430
2015	1	2	6	988
2007	4	17	5	1479
2014	10	43	3	1337
2009	7	29	7	1356
2008	3	10	3	1566
2008	11	48	2	1504
2011	5	20	2	1372
2007	9	38	1	1536
2009	9	37	3	1463
2009	4	18	4	1552
2011	3	12	6	1191
2007	8	33	1	1597
2016	11	45	7	1183
2015	12	53	4	1086
2010	3	11	1	1326
2015	3	11	5	1290
2013	5	18	5	1423
2006	6	25	4	1742
2015	10	40	6	1124
2013	5	19	7	1181
2008	10	43	4	1489
2009	5	20	4	1464
2009	4	14	6	1268
2008	5	20	7	1313
2010	6	24	3	1568
2008	10	43	2	1615
2016	9	36	5	1407
2008	8	35	4	1622
2006	11	47	6	1408
2014	2	7	5	1057
2015	2	8	2	1117
2006	5	19	4	1648
2013	1	2	1	1289
2007	3	11	3	1680
2016	5	19	4	1562
2015	2	8	4	1127
2007	12	49	1	1388
2007	8	34	6	1421
2015	8	36	1	1378
2014	6	23	7	1200
2015	9	38	2	1432
2015	4	14	6	1218
2016	12	52	3	1236
2006	7	27	4	1609
2011	6	22	3	1616
2006	2	6	4	1495
2010	4	16	5	1585
2009	5	22	3	1533
2016	1	2	7	1180
2011	3	11	5	1496
2012	11	47	5	1197
2006	3	11	1	1536
2015	6	26	4	1534
2012	8	32	1	1457
2009	7	31	4	1580
2012	8	33	3	1404
2014	2	7	7	1011
2015	6	26	2	1512
2011	11	47	5	1420
2010	6	23	4	1578
2008	8	35	2	1589
2009	4	15	5	1405
2014	6	25	2	1504
2011	9	36	4	1360
2016	8	31	6	1238
2009	4	16	5	1426
2008	8	34	7	1306
2011	10	43	4	1303
2014	12	51	3	1377
2016	4	14	2	1212
2011	2	8	1	1090
2006	11	47	4	802
2011	7	28	1	1422
2015	5	21	3	1515
2007	6	24	7	1188
2008	11	45	4	1495
2013	4	17	3	1555
2012	4	16	3	1553
2014	4	15	5	1469
2013	4	17	5	1394
2009	2	8	4	1404
2014	9	39	7	1315
2014	7	30	3	1513
2008	5	22	4	1560
2007	7	30	2	1732
2016	3	12	1	1217
2010	5	21	5	1545
2006	8	34	2	1615
2014	2	9	2	1385
2011	3	10	5	1366
2012	8	32	7	1428
2006	10	42	3	1683
2006	4	15	4	1604
2006	10	42	5	1567
2011	9	39	5	1408
2009	7	30	7	1224
2012	2	6	2	1459
2010	8	35	1	1445
2006	4	15	2	1574
2011	7	27	7	1304
2009	2	8	2	1351
2009	2	6	7	1076
2015	5	20	7	1213
2011	8	31	7	1234
2013	2	6	6	879
2013	5	20	6	1254
2011	8	31	1	1459
2008	7	28	5	1620
2007	7	29	3	1447
2012	9	36	3	1464
2008	10	44	3	1471
2008	11	46	5	1533
2015	12	52	2	1284
2009	5	21	2	1510
2014	4	14	5	1415
2012	4	17	7	1270
2012	3	9	5	1440
2010	6	25	7	1220
2013	6	25	5	1490
2012	2	5	3	1596
2014	7	31	1	1418
2010	10	39	7	1246
2008	10	40	5	1615
2015	1	1	7	878
2007	4	17	3	1654
2007	12	52	3	1412
2010	5	19	4	1550
2006	9	38	6	1428
2013	1	3	3	1297
2011	7	26	5	1458
2010	5	18	5	1615
2015	1	5	2	741
2008	8	32	3	1581
2008	3	10	1	1457
2006	5	18	2	1660
2012	6	26	2	1427
2016	12	49	6	1188
2008	8	32	5	1504
2013	10	42	3	1410
2007	8	33	7	1291
2010	11	47	7	1215
2008	2	8	5	1121
2013	9	36	6	1426
2006	3	13	3	1532
2013	9	37	4	1473
2008	6	25	1	1604
2013	5	19	5	1530
2011	2	7	2	1439
2012	11	45	7	1066
2015	6	25	3	1501
2009	11	47	3	1552
2012	6	25	3	1500
2011	10	42	5	1541
2015	6	25	5	1433
2012	3	10	4	1558
2012	9	36	1	1326
2009	3	10	1	863
2014	7	27	6	1449
2007	3	11	1	1503
2015	4	16	3	1582
2013	4	16	7	1196
2006	10	40	7	1290
2009	7	28	5	1445
2015	11	46	2	1289
2013	10	43	7	1246
2006	7	30	1	1642
2010	11	44	6	1374
2016	5	22	1	1169
2016	1	53	5	1351
2006	8	33	3	1733
2013	10	43	1	1445
2006	2	7	2	1311
2013	9	39	7	1336
2014	9	38	1	1491
2013	4	15	6	1278
2016	8	34	3	1518
2012	11	46	6	1182
2015	1	3	4	1331
2007	2	8	1	1137
2008	2	7	6	1372
2010	5	20	5	1640
2015	3	14	2	1257
2014	8	32	4	1477
2014	2	6	3	1105
2015	11	45	3	1565
2009	4	15	3	1587
2007	10	40	1	1658
2009	4	16	7	1128
2012	3	12	2	1541
2006	7	27	6	1381
2011	2	8	3	1318
2006	11	44	7	1200
2011	10	39	7	1139
2008	11	45	6	1410
2013	5	22	4	1415
2016	7	28	6	1276
2013	5	21	5	1433
2016	4	17	4	1324
2009	5	18	6	1428
2014	4	16	7	1008
2010	11	45	5	1546
2015	3	13	3	1304
2014	9	39	1	1465
2016	1	3	3	1373
2015	12	51	6	1262
2016	11	46	6	1274
2008	7	31	1	1572
2015	10	42	1	1299
2016	1	3	5	1350
2010	6	22	6	1418
2007	4	15	3	1568
2014	1	5	4	1296
2006	3	12	5	1507
2012	11	48	5	1438
2007	3	13	5	1517
2010	5	20	7	1274
2006	12	51	6	1286
2007	11	46	6	1377
2006	3	12	7	1228
2015	10	43	7	1178
2006	11	45	3	1353
2006	5	21	6	1336
2011	2	9	1	1279
2006	6	26	5	1395
2007	8	32	1	1578
2009	3	12	2	1459
2011	1	3	1	1110
2011	4	14	4	1569
2011	12	50	1	1338
2012	9	39	2	1556
2010	10	40	2	1527
2012	3	11	6	1325
2008	10	44	5	1473
2014	7	27	4	1484
2015	6	24	7	1262
2016	12	51	1	1273
2009	10	41	7	1220
2013	6	25	3	1473
2007	11	45	5	1535
2010	1	53	5	1427
2006	3	10	1	1535
2015	1	1	5	1009
2010	11	48	2	1435
2016	5	19	6	1388
2016	8	32	7	1244
2008	6	26	2	1737
2014	2	8	4	1379
2014	10	43	4	1286
2009	7	29	4	1514
2016	4	13	5	1406
2012	9	39	5	1470
2011	7	26	6	1237
2015	7	30	2	1537
2012	1	1	6	1376
2011	5	18	7	1036
2014	6	25	1	1462
2008	1	5	2	1485
2014	2	8	7	1240
2011	5	18	1	1362
2008	8	32	6	1433
2016	3	9	2	1279
2009	6	26	5	1505
2011	3	12	3	1311
2010	1	3	3	1621
2014	9	37	3	1510
2009	10	44	2	1456
2013	3	12	1	1264
2011	11	48	2	1503
2009	6	25	6	1353
2006	7	29	2	1639
2006	6	25	1	1602
2016	10	42	6	1319
2012	5	21	6	1394
2013	5	19	4	1417
2014	1	4	3	1066
2006	7	27	1	1430
2013	7	28	6	1256
2007	6	23	5	1542
2015	7	29	3	1565
2013	5	19	2	1579
2011	2	8	6	1284
2010	12	48	4	1484
2011	10	43	3	1517
2007	5	20	4	1682
2014	2	7	6	1157
2015	4	16	4	1454
2016	6	22	4	1512
2015	4	16	2	1387
2011	10	43	5	1352
2014	10	42	7	1275
2015	1	4	7	1081
2009	7	28	6	1348
2014	3	12	5	1440
2010	5	19	3	1493
2016	10	41	5	1342
2006	7	30	6	1396
2008	3	11	7	1158
2009	1	2	4	1483
2016	3	10	1	1255
2016	1	2	4	1353
2014	5	21	4	1491
2014	4	17	7	1252
2016	11	46	3	1431
2008	6	24	7	1133
2015	10	41	3	1505
2014	1	3	2	1436
2006	11	44	6	1287
2008	12	52	1	1245
2011	12	52	3	1372
2008	3	12	6	1394
2010	4	15	5	1521
2012	3	11	5	1414
2014	1	5	1	1248
2010	7	28	4	1578
2009	1	1	7	1101
2012	1	3	5	1465
2016	6	25	1	1397
2008	4	17	5	1406
2015	8	33	7	1341
2006	7	27	7	1297
2012	9	37	7	1188
2011	9	36	1	1220
2010	1	1	4	1581
2008	1	3	2	1603
2014	12	51	6	1146
2010	9	38	3	1517
2007	8	35	3	1613
2008	11	45	7	1257
2015	9	37	5	1435
2015	4	15	3	1378
2016	5	21	2	1437
2016	10	40	3	1399
2016	4	17	1	1354
2008	11	45	1	1375
2011	7	30	3	1611
2012	10	43	1	1409
2011	6	23	7	1201
2011	12	49	2	1374
2015	1	2	5	1074
2012	9	38	7	1305
2006	9	37	2	1453
2008	9	37	6	1467
2012	7	27	6	1314
2012	11	48	2	1228
2016	5	18	3	1429
2012	11	48	4	1438
2016	4	14	1	1226
2007	11	46	1	1283
2011	7	27	4	1503
2009	9	39	7	1179
2007	11	46	7	1281
2012	1	4	5	1493
2014	3	10	1	1188
2014	10	40	5	1391
2012	7	28	7	1323
2010	1	2	5	1661
2016	11	45	2	1265
2013	3	13	3	1355
2013	5	20	3	1547
2007	6	25	6	1504
2009	10	43	6	1262
2006	3	10	6	1399
2012	5	20	4	1658
2008	6	26	5	1556
2015	1	1	4	1040
2016	5	19	7	1268
2008	6	26	3	1672
2013	3	10	3	1277
2016	5	19	1	1427
2013	1	3	6	1262
2010	7	30	5	1562
2011	8	32	3	1553
2011	5	20	3	1480
2012	4	15	3	1380
2013	8	34	7	1296
2009	6	26	7	1281
2011	3	12	5	1484
2007	5	20	6	1280
2014	5	20	2	1552
2012	12	51	1	1304
2010	3	11	2	1523
2011	6	25	5	1456
2016	10	42	4	1477
2008	9	39	5	1472
2009	10	40	7	1351
2008	6	25	2	1681
2011	2	7	1	1208
2013	7	28	4	1559
2008	6	25	4	1612
2008	10	43	1	1513
2015	10	44	4	1412
2008	8	35	7	1249
2014	11	44	7	1101
2016	9	36	6	1238
2010	6	24	6	1429
2015	8	32	1	1500
2012	1	2	5	1453
2016	7	28	5	1372
2011	9	37	3	1540
2010	9	37	2	1435
2013	3	11	5	1349
2016	12	52	6	1029
2009	9	36	7	1276
2016	10	41	7	1232
2016	6	26	2	1415
2013	8	35	3	1465
2015	9	38	1	1326
2010	1	4	1	1241
2011	5	21	7	1122
2013	9	39	4	1514
2013	4	15	5	1340
2013	9	39	2	1519
2013	11	47	1	1507
2011	6	26	4	1556
2011	12	52	1	1019
2012	10	44	3	1027
2008	9	36	4	1612
2007	7	27	6	1357
2016	12	51	2	1289
2014	11	45	3	1489
2012	5	19	4	1577
2014	7	29	2	1333
2016	6	25	3	1513
2007	11	47	3	1480
2010	8	32	2	1553
2009	6	23	3	1533
2006	11	47	7	1250
2011	9	36	7	1142
2010	1	1	6	1250
2009	6	23	5	1321
2011	1	2	7	1115
2010	9	38	1	1433
2015	4	17	7	1210
2011	7	28	4	1633
2007	6	24	4	1711
2008	12	51	5	1118
2013	4	17	6	1364
2012	4	16	6	1401
2013	5	21	6	1251
2008	4	16	5	1511
2009	10	42	4	1270
2013	10	40	3	1598
2014	9	39	4	1310
2015	2	8	1	997
2014	7	30	6	1347
2012	7	27	4	1693
2016	8	31	3	1427
2007	5	22	3	1698
2016	12	50	4	1181
2016	2	6	4	1229
2012	8	32	2	1549
2006	4	15	1	1532
2013	8	33	4	1501
2007	3	13	6	1299
2011	8	35	2	1534
2010	5	17	7	1283
2011	5	19	1	1467
2009	2	6	2	1205
2014	3	10	3	1394
2014	10	40	3	1445
2009	2	6	4	1285
2015	5	20	2	1464
2013	7	30	3	1596
2011	8	31	2	1495
2014	5	19	6	1375
2009	9	38	5	1588
2013	3	13	1	1167
2013	5	20	5	1492
2008	6	23	7	1273
2014	7	27	7	1311
2009	9	38	3	1619
2016	1	4	2	1138
2007	3	11	6	903
2008	11	46	6	1300
2011	6	24	5	1445
2007	10	43	2	1854
2014	11	47	4	1360
2012	8	35	3	1544
2008	9	38	5	1606
2012	10	42	1	1374
2007	11	45	6	1304
2015	10	43	4	1411
2008	3	14	1	1378
2011	1	1	7	1048
2006	11	46	3	1582
2014	10	43	2	1498
2008	3	10	4	1568
2016	2	5	5	1240
2010	5	18	6	1352
2008	3	10	2	1497
2011	8	32	1	1382
2009	9	37	2	1594
2013	8	34	5	1516
2012	7	29	5	1411
2007	8	33	4	1624
2009	9	37	4	1456
2014	3	11	1	1333
2012	12	51	3	1416
2007	7	28	7	1271
2007	8	32	2	1695
2013	9	36	5	1389
2011	2	7	7	1049
2010	1	4	3	1501
2015	6	25	6	1289
2006	4	17	3	1546
2015	7	29	1	1489
2012	9	36	4	1416
2010	7	27	4	1544
2011	10	42	6	1368
2016	2	8	3	1202
2015	2	7	1	1084
2012	9	36	2	1481
2012	1	2	7	957
2010	12	50	3	1243
2009	2	8	7	1098
2006	11	47	1	1537
2016	6	22	6	1264
2011	7	29	2	1549
2013	3	11	7	1175
2013	4	16	4	1457
2014	3	12	7	1149
2010	5	19	5	1593
2011	6	22	4	1513
2009	1	2	6	1136
2013	10	43	2	1465
2016	3	10	3	1412
2012	7	30	4	1457
2014	9	38	2	1465
2011	3	11	4	1455
2011	6	24	7	1291
2013	11	47	3	1407
2011	3	11	2	1529
2010	12	49	2	1390
2008	2	7	5	1593
2011	1	3	4	1447
2015	6	26	7	1089
2006	3	12	6	1329
2011	2	6	1	1347
2009	1	1	5	1370
2009	4	16	2	1324
2011	10	41	7	1191
2014	10	41	7	1262
2013	12	51	1	1310
2009	4	16	4	1340
2008	4	17	7	1188
2015	8	33	1	1447
2016	2	7	2	1121
2014	3	13	3	1387
2014	8	31	7	1280
2008	12	51	7	1062
2010	2	5	1	1281
2014	5	18	4	1419
2014	4	15	4	1383
2014	5	22	5	1461
2009	6	24	4	1516
2014	4	15	2	1458
2010	6	25	4	1522
2012	10	43	3	1463
2007	7	30	5	1618
2016	9	38	3	1392
2011	5	20	5	1559
2016	1	3	6	569
2007	7	30	3	1756
2010	5	20	2	1367
2015	10	42	2	1483
2012	5	18	2	1421
2010	6	22	5	1624
2010	3	13	1	1194
2015	8	34	6	1424
2008	8	33	4	1517
2013	8	33	6	1329
2006	12	51	5	1439
2009	8	36	1	1429
2010	7	29	6	1362
2007	8	31	3	1747
2011	1	3	2	1238
2006	4	17	1	1494
2007	8	31	5	1633
2012	7	28	5	1536
2008	12	50	3	1571
2012	4	17	4	1361
2013	2	6	5	1041
2008	6	23	5	1649
2010	1	2	7	1142
2010	5	20	4	1625
2007	7	29	2	1706
2015	8	31	6	1341
2014	11	47	6	1286
2007	7	29	4	1520
2008	9	38	7	1280
2015	6	24	4	1486
2010	2	5	3	1423
2010	1	53	6	1087
2016	9	39	1	1295
2006	9	38	3	1735
2012	9	39	3	1523
2007	5	21	3	1717
2010	9	36	7	1216
2011	4	16	4	1453
2008	3	10	7	1195
2014	8	34	6	1362
2006	5	18	5	1639
2007	12	52	4	1392
2013	11	48	3	1229
2010	11	47	2	1520
2007	7	29	7	1423
2009	11	49	1	1377
2006	2	8	2	1504
2012	12	51	2	1361
2008	4	15	5	1601
2013	8	32	3	1477
2006	2	7	5	1609
2015	3	11	2	1397
2014	8	34	4	1513
2006	8	32	6	1433
2014	8	33	5	1441
2009	8	34	1	1555
2013	5	19	1	1325
2013	6	23	4	1390
2013	7	28	1	1410
2012	9	36	7	1249
2007	5	20	7	1297
2012	1	1	5	1457
2006	5	20	3	1639
2010	8	31	3	1455
2006	10	40	2	1718
2016	6	22	7	1170
2013	3	11	6	1248
2007	3	11	5	1171
2007	10	43	7	1360
2006	4	16	7	1176
2009	1	2	1	1413
2014	3	12	6	1423
2008	1	5	1	1391
2011	6	22	7	1167
2016	3	10	4	1461
2007	9	38	6	1483
2009	1	2	7	1002
2010	7	27	7	1188
2010	11	44	1	1415
2011	5	21	4	1512
2016	3	10	2	1452
2009	3	10	4	1493
2012	10	40	2	1419
2009	5	19	3	1596
2008	7	30	5	1590
2015	12	50	1	1300
2009	1	3	3	1475
2009	11	45	7	1278
2013	11	47	2	1386
2012	11	46	1	1221
2006	3	12	3	1614
2006	10	43	3	1593
2014	8	32	3	1505
2011	11	47	2	1417
2012	2	7	7	1113
2014	7	29	1	1397
2009	12	53	2	1340
2009	6	26	2	1709
2007	12	50	2	1585
2012	6	24	6	1343
2009	4	16	1	1324
2015	8	33	4	1563
2011	2	8	5	1276
2006	5	20	1	1524
2014	12	51	5	1267
2009	3	13	7	1156
2008	12	51	6	1166
2008	11	45	2	1297
2010	10	41	7	1307
2009	9	39	4	1596
2011	2	5	3	1174
2011	12	49	7	1055
2012	12	49	7	1203
2014	11	46	3	1464
2007	7	30	6	1446
2011	5	20	6	1366
2012	7	27	3	1291
