2014	10	41	7	473
2013	4	16	5	570
2017	11	44	4	739
2016	6	26	2	671
2016	1	1	2	640
2018	2	8	2	525
2013	10	43	6	626
2016	11	44	7	531
2018	1	3	2	605
2016	3	10	7	431
2014	2	7	3	640
2017	8	33	2	569
2016	12	52	6	463
2012	7	30	5	637
2015	8	32	7	489
2012	10	40	4	554
2017	9	36	2	702
2013	7	28	2	583
2014	4	17	1	521
2015	1	3	3	506
2017	4	17	4	684
2017	10	44	1	820
2017	8	35	2	602
2016	9	36	5	716
2016	11	46	7	525
2012	12	49	7	544
2017	2	5	4	585
2018	3	11	6	552
2013	12	52	3	257
2017	10	43	6	610
2012	8	33	3	602
2017	7	31	1	653
2016	10	39	7	486
2016	12	51	1	722
2016	9	36	7	536
2016	1	4	7	532
2014	7	29	2	587
2016	9	37	6	644
2015	11	45	1	612
2017	9	39	5	749
2012	9	37	2	521
2017	11	47	3	767
2013	12	51	6	594
2013	1	5	1	507
2014	1	1	6	418
2014	12	51	3	555
2014	3	13	4	538
2015	12	51	6	624
2017	11	47	5	495
2017	10	41	6	562
2015	5	21	3	666
2018	4	13	7	393
2014	3	13	2	474
2015	10	41	2	631
2017	1	1	7	407
2017	12	51	2	653
2017	8	32	3	647
2013	5	21	1	657
2015	2	7	4	526
2017	2	8	3	474
2016	1	3	2	662
2014	9	39	4	491
2015	3	13	1	586
2014	7	30	3	591
2016	5	19	4	739
2016	9	38	1	680
2017	3	10	2	634
2012	12	49	1	620
2013	10	44	3	558
2015	8	36	1	614
2012	7	27	4	591
2017	6	26	5	744
2013	2	9	4	517
2015	12	53	4	527
2017	3	10	4	664
2016	6	22	6	624
2012	11	48	1	563
2016	7	30	5	773
2013	2	9	2	537
2015	1	4	2	500
2017	4	16	5	686
2013	3	11	7	426
2013	1	5	3	497
2014	1	2	5	667
2017	7	27	7	506
2016	3	12	1	607
2015	9	37	1	485
2014	2	5	7	417
2013	8	34	7	459
2015	10	41	6	649
2015	7	27	7	467
2017	11	48	4	656
2016	10	40	2	523
2013	3	11	5	607
2017	5	22	2	642
2013	3	9	7	502
2014	5	19	6	549
2014	9	36	3	580
2017	9	36	4	776
2017	4	14	3	583
2015	8	32	5	726
2016	4	16	6	639
2013	10	41	4	559
2012	12	52	2	354
2016	4	15	1	617
2014	7	27	2	616
2016	8	31	5	699
2017	3	13	1	628
2016	4	17	1	480
2013	10	41	2	574
2012	10	42	6	587
2016	10	41	7	501
2017	2	6	5	703
2015	11	48	2	733
2015	11	46	2	756
2013	6	25	2	613
2017	5	20	2	693
2015	10	43	4	666
2018	1	2	5	693
2017	11	48	2	642
2014	12	52	2	732
2015	1	1	7	381
2016	11	47	4	428
2014	10	43	5	669
2015	11	46	4	637
2014	2	8	6	587
2017	5	21	3	639
2015	7	30	6	451
2013	7	30	2	571
2015	11	47	5	819
2015	8	34	3	594
2018	4	14	6	476
2013	11	48	4	429
2015	11	47	3	628
2015	11	46	6	613
2016	8	33	7	512
2015	9	39	5	585
2012	7	29	6	528
2013	11	48	2	867
2014	1	3	4	521
2017	8	34	5	628
2014	3	11	2	510
2017	11	45	7	537
2018	2	7	1	539
2017	7	30	6	508
2018	3	10	3	509
2014	3	11	4	545
2013	7	28	6	575
2018	2	8	6	534
2012	10	41	1	376
2013	2	7	2	498
2014	7	28	5	641
2017	8	34	1	620
2016	10	42	2	590
2017	10	42	7	521
2013	2	7	4	631
2014	6	23	5	743
2016	12	52	4	541
2017	10	42	1	633
2012	8	34	2	482
2017	12	49	4	689
2017	9	36	6	602
2016	1	2	3	605
2013	6	23	2	613
2016	9	36	3	648
2016	3	10	1	571
2017	11	46	4	804
2017	11	45	3	657
2013	2	6	1	553
2012	9	36	1	373
2013	12	50	7	450
2013	1	2	4	555
2016	8	33	3	658
2016	12	48	6	592
2012	10	42	2	602
2013	1	2	2	513
2015	12	51	4	745
2015	5	22	2	686
2016	8	31	7	540
2016	2	6	2	571
2014	3	12	1	519
2015	1	4	6	428
2017	8	31	6	570
2016	5	20	7	566
2014	3	12	7	427
2016	10	41	3	498
2015	1	3	7	961
2016	1	2	5	722
2014	11	48	7	377
2013	6	24	5	693
2015	3	10	4	830
2018	2	6	6	543
2016	10	43	5	798
2013	4	15	6	555
2013	9	39	1	661
2015	3	10	2	631
2016	8	34	6	624
2015	9	38	2	579
2018	1	4	7	405
2015	2	8	7	519
2017	1	3	5	602
2014	9	38	3	658
2015	6	26	7	535
2015	9	38	4	744
2014	8	32	2	606
2018	1	4	1	547
2013	9	39	3	539
2016	8	35	3	661
2014	2	6	4	569
2016	7	29	2	697
2013	1	1	5	505
2014	1	2	7	388
2012	12	50	2	578
2012	12	50	6	523
2016	7	29	4	728
2013	8	31	4	643
2013	3	10	4	535
2016	5	19	2	606
2017	9	35	5	677
2015	10	41	4	666
2016	6	24	6	697
2015	4	17	2	645
2017	3	11	3	646
2013	1	3	3	578
2014	4	17	5	617
2014	8	31	7	476
2015	8	35	2	594
2012	11	46	7	446
2015	9	37	7	478
2013	11	47	3	607
2012	12	51	5	752
2016	7	28	1	618
2016	4	17	3	508
2013	6	23	6	571
2012	7	31	2	540
2016	6	23	3	717
2014	4	15	1	533
2012	12	49	5	714
2017	6	25	2	807
2015	3	13	5	532
2016	2	6	6	480
2013	10	40	7	404
2013	11	47	1	611
2015	1	2	4	573
2013	12	52	5	476
2014	10	40	4	558
2013	9	38	4	536
2013	8	32	7	481
2013	11	46	2	647
2017	4	16	3	577
2013	2	5	6	534
2016	8	32	2	650
2015	1	2	6	481
2012	11	47	2	671
2016	12	51	7	365
2012	10	44	2	372
2017	6	24	1	800
2017	10	40	3	696
2015	4	18	3	679
2015	8	34	1	592
2017	9	38	4	530
2017	10	41	4	599
2016	3	12	7	450
2016	6	24	4	687
2013	8	33	6	504
2016	12	52	2	569
2017	9	38	2	657
2014	11	45	6	543
2018	4	15	3	578
2013	1	4	2	544
2014	1	2	3	616
2013	7	29	5	697
2016	9	35	4	674
2014	3	10	5	533
2015	9	38	6	655
2012	8	33	1	504
2013	11	45	5	682
2013	1	4	4	554
2017	8	33	6	631
2017	1	4	2	563
2017	4	15	2	517
2013	7	27	3	635
2017	10	43	4	650
2013	3	13	7	426
2016	12	51	3	676
2017	3	11	7	546
2013	9	37	1	632
2014	7	28	7	439
2016	10	43	1	573
2015	3	12	2	528
2018	3	11	2	573
2016	8	32	6	614
2015	12	52	5	321
2014	11	45	2	538
2013	2	6	5	703
2015	11	45	7	472
2016	11	47	6	463
2018	2	7	5	572
2016	4	15	3	688
2016	5	21	2	693
2013	2	8	5	531
2017	1	2	4	642
2016	9	39	2	659
2016	1	2	1	680
2017	3	9	7	481
2017	9	37	3	733
2018	1	5	2	572
2012	12	48	6	480
2016	9	37	2	778
2013	6	22	7	487
2016	6	23	7	491
2014	2	6	2	613
2017	9	37	5	817
2012	9	39	6	485
2013	1	3	1	542
2014	12	49	7	493
2016	12	49	3	637
2015	11	45	3	672
2014	8	34	6	454
2016	3	13	2	667
2016	9	36	1	419
2018	1	1	6	585
2017	7	29	5	727
2017	4	14	1	644
2015	1	3	5	563
2017	2	7	6	568
2017	12	50	7	547
2012	10	43	3	494
2017	5	19	3	664
2017	9	37	1	726
2015	2	9	6	538
2015	8	35	6	539
2018	3	13	6	578
2014	5	20	3	636
2014	9	37	4	619
2014	6	23	7	516
2018	4	15	5	651
2016	4	13	7	576
2017	12	52	7	457
2012	7	27	2	664
2015	3	11	1	661
2014	6	23	1	643
2016	3	10	3	660
2013	4	14	3	532
2014	6	25	5	765
2015	3	11	7	459
2017	7	26	6	593
2014	8	33	5	522
2014	1	4	3	498
2013	5	19	1	561
2015	10	44	5	688
2014	6	26	6	611
2014	1	4	5	705
2016	1	1	4	541
2014	2	7	1	678
2017	4	14	5	689
2017	4	13	6	587
2017	11	47	1	742
2014	4	14	2	549
2015	2	8	3	626
2013	11	44	6	551
2015	4	16	1	554
2013	3	11	1	522
2017	4	17	6	659
2015	2	8	5	621
2018	2	7	3	660
2013	2	8	1	398
2013	8	35	4	572
2016	1	4	3	670
2013	4	16	3	535
2017	11	44	6	606
2017	6	22	7	468
2013	8	35	2	506
2014	12	52	6	406
2013	10	43	4	632
2012	7	30	1	505
2017	7	29	3	741
2015	5	18	6	540
2017	11	47	7	482
2013	9	39	5	553
2012	7	30	7	376
2012	10	40	2	593
2015	11	48	6	508
2018	3	10	7	462
2015	12	50	1	668
2014	4	17	7	449
2015	1	3	1	580
2012	7	26	7	538
2017	3	9	3	569
2012	11	46	1	546
2013	7	27	7	475
2017	1	2	6	493
2017	6	24	3	748
2016	2	8	6	388
2016	8	32	4	672
2018	3	11	4	671
2013	7	27	1	633
2012	8	33	5	574
2017	12	50	3	707
2017	9	39	1	716
2014	7	29	4	587
2016	6	25	1	737
2013	8	32	3	508
2012	9	37	4	632
2013	12	51	2	703
2014	9	37	6	558
2018	2	5	5	614
2013	8	32	5	579
2012	7	28	3	565
2014	12	51	5	652
2014	3	13	6	569
2015	9	37	5	765
2015	5	21	5	727
2015	4	15	2	453
2017	3	11	5	752
2014	7	28	1	614
2017	2	8	7	457
2017	2	8	5	653
2017	6	23	2	657
2013	5	21	7	455
2014	5	22	1	433
2014	9	39	6	600
2013	7	30	6	516
2017	1	1	5	595
2017	6	24	5	654
2013	4	17	6	517
2014	7	30	1	557
2015	10	44	3	689
2017	2	5	6	541
2016	5	22	1	469
2018	1	4	5	673
2017	6	23	6	662
2012	9	38	1	452
2017	4	16	1	481
2014	8	35	7	495
2017	2	8	1	426
2013	4	17	4	583
2015	6	27	2	622
2014	6	24	4	563
2013	3	10	6	569
2014	3	14	1	559
2017	4	16	7	512
2014	6	24	2	569
2017	1	1	1	447
2016	7	27	2	660
2014	11	47	2	712
2015	8	32	3	619
2017	7	28	2	631
2015	11	48	4	383
2015	8	33	4	714
2016	10	40	4	764
2013	4	18	1	597
2012	12	52	6	442
2015	9	36	6	541
2014	7	27	6	505
2013	10	41	6	556
2012	9	35	6	515
2016	3	11	2	595
2015	12	53	2	533
2017	3	13	3	666
2014	4	14	4	592
2018	1	2	1	702
2013	6	24	7	477
2013	11	45	7	474
2018	1	2	7	482
2014	3	9	6	497
2014	2	8	2	518
2014	7	30	7	476
2015	12	52	1	611
2014	10	43	3	708
2018	3	9	6	603
2013	6	24	1	624
2017	5	21	1	716
2016	9	35	6	498
2015	11	47	7	431
2015	12	51	2	753
2017	5	20	6	610
2017	10	42	3	733
2013	12	52	1	707
2015	7	31	1	626
2013	11	48	6	479
2015	5	19	7	549
2018	3	10	5	746
2012	12	49	3	514
2012	7	29	4	522
2017	7	30	2	589
2017	10	40	7	519
2015	5	19	1	640
2013	10	42	1	440
2017	1	3	3	545
2015	1	2	2	777
2014	9	39	2	592
2016	7	30	3	687
2016	3	9	6	601
2016	8	33	1	643
2012	9	38	7	480
2013	6	26	1	680
2012	10	41	7	517
2013	3	12	2	559
2016	1	3	6	402
2013	9	36	4	493
2014	11	46	5	654
2017	10	42	5	815
2015	10	42	7	551
2012	8	34	6	474
2016	2	9	1	616
2012	11	45	6	444
2014	9	38	1	610
2013	7	28	4	550
2016	1	3	4	666
2018	3	10	1	611
2012	9	36	5	680
2014	7	28	3	569
2017	2	6	1	556
2015	7	29	7	545
2012	9	38	3	612
2012	9	36	3	601
2013	12	50	1	639
2013	1	2	6	475
2015	5	22	6	622
2015	2	7	6	436
2016	7	28	5	795
2013	11	45	1	658
2013	2	7	6	449
2014	12	1	3	461
2016	4	15	5	723
2012	7	27	6	490
2014	3	12	3	525
2014	8	35	5	631
2014	12	49	3	569
2016	5	20	1	737
2017	5	19	5	814
2016	11	45	4	706
2017	10	40	1	731
2016	10	41	1	539
2017	6	26	3	727
2016	12	50	6	623
2013	9	35	7	480
2014	11	48	1	722
2012	11	47	4	384
2016	5	21	6	621
2014	5	21	6	486
2015	3	10	6	578
2013	7	31	3	553
2014	7	31	2	526
2016	12	50	4	749
2015	10	44	1	698
2017	3	9	5	743
2018	1	4	3	603
2016	8	34	4	659
2013	11	47	7	494
2014	1	5	4	657
2017	8	34	3	618
2015	6	26	1	774
2013	2	8	3	510
2016	12	50	2	630
2014	8	35	3	538
2014	7	30	5	653
2014	6	25	1	622
2016	7	30	7	529
2015	2	9	4	539
2015	8	34	7	492
2013	8	31	6	492
2014	10	41	1	639
2017	9	35	7	514
2017	7	27	3	703
2014	9	38	7	515
2015	9	37	3	740
2015	4	17	4	612
2015	11	49	1	611
2015	4	15	6	576
2017	11	46	6	624
2015	8	34	5	753
2017	12	52	3	575
2018	2	6	2	541
2014	4	16	2	452
2014	5	18	5	698
2014	4	15	5	609
2016	4	17	5	515
2013	11	45	3	635
2013	10	40	3	647
2017	12	50	1	721
2014	4	16	6	526
2016	10	42	4	662
2014	4	15	3	595
2016	3	11	4	591
2018	1	1	4	448
2013	5	21	3	570
2016	6	24	2	343
2016	9	38	3	621
2013	6	24	3	615
2012	10	43	5	598
2017	12	52	1	329
2018	4	15	1	600
2013	9	38	6	546
2014	2	9	1	569
2015	10	42	3	658
2013	12	1	2	465
2017	10	40	5	644
2015	12	52	3	805
2017	7	27	5	674
2017	5	18	4	694
2012	8	32	2	547
2017	4	17	2	719
2015	6	23	6	598
2017	9	38	6	628
2014	1	2	1	518
2017	12	48	7	446
2016	12	49	5	701
2016	4	14	6	556
2015	7	31	3	629
2014	12	50	4	669
2017	11	46	2	640
2015	12	49	6	629
2016	5	18	7	589
2015	5	20	4	654
2014	12	50	2	645
2014	3	10	3	491
2016	6	25	3	745
2012	7	28	1	533
2012	8	31	7	518
2015	5	20	2	684
2016	12	49	7	521
2017	4	15	4	591
2013	9	37	5	652
2013	5	20	6	506
2015	7	28	2	646
2013	2	6	3	566
2012	8	32	4	581
2012	11	44	7	344
2016	10	43	3	706
2016	10	41	5	767
2017	8	31	4	709
2017	2	9	2	587
2016	11	48	3	730
2017	1	3	1	474
2015	12	52	7	518
2018	3	12	3	470
2017	6	24	7	590
2012	8	35	3	550
2016	2	7	3	525
2017	1	4	4	561
2013	7	29	1	581
2012	8	35	5	701
2017	5	18	2	737
2016	11	48	1	647
2016	7	26	7	444
2015	2	6	7	394
2015	7	28	4	567
2012	9	39	2	593
2017	1	5	1	542
2014	7	31	4	626
2016	2	7	5	532
2016	6	23	1	740
2016	11	46	3	702
2016	2	5	3	579
2012	9	39	4	620
2014	9	37	2	592
2013	12	49	6	567
2014	8	34	2	516
2015	5	19	5	709
2014	12	49	5	673
2013	12	52	7	394
2017	5	19	1	635
2014	10	40	6	531
2017	3	11	1	790
2013	9	37	7	476
2016	11	45	2	620
2016	2	7	1	290
2017	6	26	1	665
2018	3	13	2	623
2014	5	20	7	507
2013	8	33	4	599
2012	7	28	5	603
2016	3	12	3	609
2017	8	31	2	703
2013	3	13	5	520
2014	5	20	1	581
2017	7	29	1	633
2012	12	51	3	590
2015	6	24	5	451
2014	3	11	6	519
2018	2	8	4	546
2015	3	11	3	565
2015	8	33	6	579
2012	12	52	4	525
2013	4	14	5	582
2013	11	47	5	702
2014	11	44	7	532
2013	3	11	3	636
2013	5	19	5	698
2014	8	33	3	572
2014	1	4	1	360
2014	4	18	2	555
2018	2	9	1	548
2016	10	43	7	557
2013	3	10	2	527
2014	6	26	4	670
2013	3	13	1	498
2016	1	1	6	554
2014	2	7	7	464
2017	1	4	6	496
2018	1	3	4	626
2015	4	16	5	679
2015	3	12	4	582
2015	2	8	1	402
2013	5	20	2	565
2015	4	16	3	595
2014	10	42	6	493
2013	4	16	7	471
2016	11	45	6	586
2017	5	20	4	905
2018	3	9	4	612
2013	8	35	6	480
2015	4	14	3	648
2015	6	24	1	634
2013	4	16	1	603
2014	9	36	5	647
2014	11	46	1	560
2017	7	29	7	551
2015	10	40	5	798
2016	3	10	5	669
2017	2	6	3	666
2015	4	14	5	491
2013	10	43	2	540
2012	7	30	3	612
2012	10	40	6	500
2015	10	42	5	676
2015	9	36	2	626
2015	4	18	1	558
2013	9	39	7	506
2013	5	22	4	685
2018	2	5	7	534
2018	2	6	4	605
2017	12	51	4	738
2014	4	17	3	536
2012	11	46	5	672
2013	5	22	2	686
2012	12	1	1	482
2017	1	2	2	594
2016	2	8	2	622
2015	12	50	7	549
2012	11	46	3	625
2015	8	32	1	705
2013	7	27	5	575
2015	7	28	6	597
2013	9	36	2	550
2016	2	8	4	663
2013	6	26	3	621
2017	8	33	4	632
2015	3	14	2	628
2015	6	24	7	576
2012	8	33	7	467
2013	2	8	7	426
2017	12	50	5	994
2017	9	39	3	685
2015	7	31	5	753
2014	7	29	6	480
2016	6	25	7	578
2013	8	32	1	544
2014	12	51	1	720
2016	5	18	5	726
2012	9	37	6	557
2014	11	47	4	634
2015	5	21	1	566
2014	12	51	7	409
2016	9	38	7	573
2015	5	21	7	432
2017	8	32	5	651
2016	11	46	1	668
2015	6	24	3	667
2014	6	25	7	477
2017	1	1	3	586
2015	9	39	7	493
2018	1	3	6	523
2017	8	32	1	602
2014	5	22	5	650
2013	5	21	5	668
2016	9	39	4	624
2014	5	22	3	538
2015	3	13	3	538
2013	7	30	4	506
2017	2	6	7	432
2013	10	44	1	620
2012	9	38	5	654
2013	12	48	7	420
2016	8	31	3	688
2016	9	38	5	812
2017	3	10	6	544
2016	11	46	5	773
2012	11	48	3	512
2014	8	35	1	549
2015	6	25	6	505
2013	6	25	4	681
2012	11	48	5	576
2015	5	19	3	568
2016	7	30	1	697
2014	6	24	6	612
2016	5	18	1	587
2015	2	6	5	652
2017	7	28	4	754
2015	10	43	6	519
2015	7	27	5	549
2016	3	12	5	540
2018	3	12	1	681
2016	2	6	4	622
2016	7	27	4	599
2015	7	27	3	683
2013	3	9	5	603
2014	5	19	4	596
2013	8	34	1	462
2016	4	16	4	689
2014	5	19	2	565
2014	9	36	7	477
2014	7	27	4	740
2014	11	46	7	429
2016	4	16	2	725
2017	7	27	1	614
2013	7	29	7	447
2014	11	47	6	512
2014	1	1	4	603
2012	8	31	5	589
2017	3	13	5	747
2015	12	49	4	623
2014	4	14	6	580
2015	2	6	3	585
2018	1	2	3	679
2015	3	13	7	505
2013	6	25	6	599
2015	1	1	5	442
2014	6	27	1	609
2014	10	43	7	515
2014	2	8	4	556
2016	5	19	5	765
2016	2	5	2	711
2012	9	39	5	703
2013	12	49	7	456
2013	1	3	2	516
2016	2	5	4	609
2014	12	49	2	611
2016	12	49	4	635
2017	10	41	3	623
2016	3	13	1	651
2017	12	52	2	538
2014	8	34	1	595
2018	3	13	3	617
2014	5	20	6	619
2017	5	21	2	657
2015	8	35	1	575
2015	5	19	2	637
2015	8	35	7	563
2014	9	37	3	618
2015	1	5	4	519
2014	6	23	4	569
2015	7	30	7	551
2014	12	49	6	628
2012	8	31	4	570
2013	12	49	5	759
2017	2	7	3	600
2018	2	5	6	472
2013	5	19	4	602
2013	11	46	1	456
2014	8	34	5	568
2014	8	33	2	491
2018	1	3	7	417
2014	12	49	4	606
2016	1	1	1	601
2014	4	18	3	651
2013	7	29	6	551
2016	7	28	2	659
2014	6	26	5	660
2015	12	49	7	485
2014	9	40	2	589
2014	2	7	6	516
2015	7	30	3	618
2015	4	16	4	560
2013	11	47	2	600
2017	5	20	3	748
2015	4	16	2	542
2015	8	32	4	629
2014	10	44	1	642
2013	4	16	6	532
2017	5	20	5	964
2016	6	26	1	713
2015	11	46	3	530
2014	12	52	3	519
2015	10	43	1	667
2017	6	22	4	647
2016	3	10	4	629
2015	4	14	4	653
2016	12	52	5	584
2012	7	30	2	574
2012	10	40	7	481
2016	3	10	2	631
2016	4	15	6	665
2016	1	2	4	597
2014	4	17	2	459
2012	10	40	1	555
2013	10	43	3	558
2013	5	18	5	686
2017	8	35	1	576
2014	4	17	4	586
2016	11	46	4	707
2017	1	2	3	628
2016	2	8	3	660
2012	11	46	2	648
2017	10	43	1	666
2014	1	3	3	583
2016	9	37	5	777
2016	2	8	5	475
2018	3	11	3	615
2014	7	29	1	566
2015	7	28	1	598
2017	12	50	4	879
2017	9	39	2	652
2012	7	29	5	604
2012	9	37	1	637
2017	5	19	6	681
2013	8	34	4	577
2016	6	25	6	681
2017	8	31	7	515
2017	4	14	4	703
2012	9	37	7	458
2017	7	30	3	633
2017	11	47	6	455
2016	2	7	6	555
2017	11	45	4	694
2014	3	13	1	547
2014	1	3	7	380
2015	5	21	6	547
2014	3	11	3	515
2014	1	1	5	423
2017	8	32	4	644
2013	5	21	2	697
2014	8	32	5	601
2014	10	40	7	505
2016	5	21	5	759
2012	7	29	1	528
2014	5	22	4	663
2016	10	40	5	754
2012	10	43	6	524
2014	3	11	1	513
2014	5	22	2	645
2014	9	39	1	662
2017	10	44	2	689
2016	9	38	2	619
2012	12	52	3	531
2014	9	37	7	528
2012	9	38	4	522
2016	9	38	4	660
2014	3	11	7	412
2017	3	10	7	514
2016	12	50	7	519
2014	8	32	1	589
2013	2	9	1	490
2018	1	5	1	520
2014	9	37	5	730
2015	3	10	3	574
2016	12	50	1	665
2014	6	24	7	475
2014	3	11	5	585
2016	3	12	2	606
2013	5	20	1	576
2013	8	33	3	622
2018	2	6	7	477
2015	7	27	4	603
2016	3	12	4	617
2012	12	51	2	645
2016	11	46	6	656
2017	6	25	5	789
2017	5	22	1	368
2013	9	36	3	604
2014	10	40	5	719
2014	5	19	5	584
2015	8	35	5	609
2016	4	16	5	738
2013	4	18	2	576
2013	3	12	1	623
2014	9	36	6	553
2014	7	27	5	360
2017	8	34	6	562
2016	4	16	3	687
2014	6	23	2	663
2015	9	36	5	643
2012	10	42	5	738
2017	3	13	4	635
2017	1	3	6	472
2013	6	25	1	614
2014	11	47	1	666
2013	9	36	7	500
2018	1	2	2	674
2012	10	41	4	657
2016	10	39	6	581
2017	2	7	7	436
2015	1	1	4	395
2015	3	11	2	584
2017	12	52	6	561
2013	2	7	7	447
2014	2	8	5	545
2017	5	21	4	737
2015	12	53	3	501
2015	7	30	5	490
2016	5	19	1	641
2014	10	44	3	556
2017	2	7	5	677
2018	4	14	5	503
2016	9	35	5	697
2015	7	28	5	709
2013	2	7	5	604
2015	9	39	6	557
2018	4	14	3	542
2013	11	48	1	710
2013	8	34	2	542
2017	10	42	4	755
2017	3	12	1	741
2012	7	29	3	558
2017	7	30	1	617
2016	3	9	3	653
2014	6	24	5	708
2013	10	42	6	471
2013	6	26	4	598
2016	11	45	7	518
2016	3	9	5	682
2017	10	42	2	728
2013	10	43	1	616
2013	9	36	1	431
2017	2	7	1	638
2016	10	42	1	585
2016	11	45	1	699
2013	3	12	5	604
2014	11	46	4	696
2012	11	45	3	718
2016	10	42	7	534
2015	10	40	6	556
2012	8	34	5	601
2017	12	49	7	509
2012	11	45	5	688
2014	1	4	2	1161
2014	7	28	6	550
2015	7	29	2	657
2017	12	49	1	682
2018	3	10	6	560
2012	9	36	6	598
2014	4	17	6	548
